age,marital status,number of children,ideal number of children,sex,sexual orientation,race,ethinicity,political views,religious preference,religious services attend,abortion opinion,sexual education,homosexual opinion,tv hours,email hours,relax hours,work related racism,work satisfaction,life satisfaction,poor mental health,confidence in government,ballot
55,Divorced,3,3,MALE,Heterosexual or straight,White,WHITE,Conservative,Protestant,2,-100,Oppose,-100,0,0,9,2,3,7,30,-100,2
42,Never married,2,2,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Protestant,4,-100,Favor,-100,3,1,-100,-100,2,-100,-100,-100,2
46,Divorced,2,2,MALE,.i:  Inapplicable,White,WHITE,Slightly conservative,None,0,-100,Favor,4,2,1,12,2,3,5,2,-100,1
60,Married,2,-100,MALE,Heterosexual or straight,White,WHITE,Conservative,Catholic,6,-100,.i:  Inapplicable,1,-100,-100,5,2,2,9,0,-100,3
69,Divorced,1,2,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",None,0,-100,Favor,-100,4,1,-100,-100,-100,-100,-100,1,2
78,Divorced,3,8,MALE,.i:  Inapplicable,White,WHITE,Liberal,Protestant,0,-100,Favor,4,2,0,8,2,1,9,0,-100,1
48,Divorced,3,-100,FEMALE,Heterosexual or straight,White,WHITE,Conservative,Protestant,3,2,.i:  Inapplicable,1,-100,-100,5,2,4,8,30,3,3
57,Married,2,-100,MALE,Heterosexual or straight,White,WHITE,Extremely conservative,Protestant,8,-100,.i:  Inapplicable,1,-100,-100,8,2,2,-98,0,3,3
39,Married,4,4,MALE,.i:  Inapplicable,White,WHITE,Conservative,None,1,-100,Favor,4,5,1,0,2,2,8,5,2,1
68,Married,1,8,FEMALE,.i:  Inapplicable,White,WHITE,Conservative,Protestant,2,-100,Favor,-100,3,3,12,2,1,10,1,1,2
30,Never married,0,3,MALE,.i:  Inapplicable,White,WHITE,Conservative,Christian,7,-100,Favor,4,2,1,4,2,2,9,0,-100,1
23,Never married,0,8,MALE,.i:  Inapplicable,White,WHITE,Conservative,None,0,-100,Favor,4,9,4,-100,-100,4,-100,-100,2,1
35,Married,0,2,MALE,.i:  Inapplicable,White,WHITE,Slightly conservative,None,0,1,Favor,4,1,35,1,2,2,7,20,-100,1
87,Divorced,2,2,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Protestant,2,-100,Oppose,-100,2,0,-100,-100,-100,-100,-100,2,2
68,Married,2,-100,FEMALE,Heterosexual or straight,White,WHITE,Liberal,Protestant,5,1,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,1,3
34,Married,2,-100,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",None,0,2,.i:  Inapplicable,4,-100,-100,5,2,2,-98,0,2,3
40,Divorced,5,2,FEMALE,.i:  Inapplicable,White,WHITE,Slightly liberal,Protestant,5,-100,Favor,4,2,12,6,2,1,9,3,2,1
23,Never married,0,3,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Protestant,1,-100,Favor,-100,4,2,-100,-100,-100,-100,-100,3,2
42,Separated,4,2,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",None,0,-100,.d:  Do not Know/Cannot Choose,-100,3,2,-100,-100,-100,-100,-100,-100,2
25,Married,0,0,FEMALE,.i:  Inapplicable,White,WHITE,Slightly liberal,None,0,1,Favor,4,2,40,3,2,2,9,6,2,1
61,Widowed,2,-100,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Protestant,7,2,.i:  Inapplicable,1,-100,-100,13,2,1,8,5,-100,3
73,Married,3,-100,FEMALE,Heterosexual or straight,White,WHITE,Conservative,Catholic,1,2,.i:  Inapplicable,2,-100,-100,-100,-100,-100,-100,-100,-100,3
42,Married,2,8,MALE,.i:  Inapplicable,White,WHITE,Slightly conservative,Protestant,6,-100,Favor,-100,2,5,5,2,1,10,0,1,2
51,Never married,1,-100,FEMALE,Heterosexual or straight,White,WHITE,Extremely liberal,None,0,-100,.i:  Inapplicable,4,-100,-100,1,2,1,9,0,1,3
61,Married,2,-100,FEMALE,Heterosexual or straight,White,WHITE,Extremely liberal,None,0,-100,.i:  Inapplicable,4,-100,-100,-100,-100,2,-100,-100,-100,3
75,Divorced,3,-100,FEMALE,Heterosexual or straight,White,WHITE,Extremely conservative,Catholic,7,2,.i:  Inapplicable,4,-100,-100,6,2,1,10,0,-100,3
75,Widowed,2,2,FEMALE,.i:  Inapplicable,White,WHITE,Liberal,Protestant,0,-100,Favor,-100,3,0,-100,-100,-100,-100,-100,1,2
66,Divorced,2,2,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",None,0,-100,Favor,4,2,0,-100,-100,-100,-100,-100,1,1
60,Never married,0,2,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Protestant,0,-100,Favor,-100,4,0,4,2,1,8,0,2,2
26,Never married,1,-100,MALE,.d:  Do not Know/Cannot Choose,White,WHITE,Liberal,None,2,-98,.i:  Inapplicable,-98,-100,-100,2,1,2,9,0,-100,3
19,Never married,0,2,MALE,.i:  Inapplicable,White,WHITE,Slightly conservative,Catholic,7,2,Favor,3,5,0,2,2,2,9,10,-100,1
39,Never married,1,8,FEMALE,Heterosexual or straight,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",Protestant,0,-100,Favor,-100,6,0,4,2,2,4,5,2,2
42,Never married,0,5,MALE,.i:  Inapplicable,White,WHITE,Extremely conservative,Protestant,7,1,Favor,1,4,0,-100,-100,-100,-100,-100,1,1
80,Widowed,1,2,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Protestant,0,-100,Favor,-100,3,-100,-100,-100,1,-100,-100,-100,2
79,Married,3,3,MALE,.i:  Inapplicable,White,WHITE,Conservative,Catholic,0,-100,Oppose,-100,8,1,-100,-100,-100,-100,-100,-100,2
39,Married,2,2,FEMALE,.i:  Inapplicable,White,WHITE,Conservative,Christian,6,2,Favor,1,1,0,-100,-100,1,-100,-100,1,1
70,Married,2,2,FEMALE,.i:  Inapplicable,White,WHITE,Conservative,Protestant,7,-100,Oppose,1,1,8,-100,-100,-100,-100,-100,-100,1
75,Never married,0,2,MALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",None,0,-100,Favor,-100,0,8,-100,-100,-100,-100,-100,1,2
40,Married,2,8,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",None,0,-100,Favor,-100,2,45,4,2,1,8,3,-100,2
60,Married,2,-100,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Protestant,3,-100,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,-100,3
72,Divorced,2,-100,MALE,Heterosexual or straight,White,WHITE,Conservative,Protestant,3,2,.i:  Inapplicable,1,-100,-100,-100,-100,-100,-100,-100,-100,3
20,Never married,0,2,MALE,Bisexual,White,WHITE,"Moderate, middle of the road",None,0,-100,Favor,-100,0,3,6,2,1,7,12,1,2
84,Widowed,1,8,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Protestant,7,-100,Favor,-100,1,2,-100,-100,-100,-100,-100,-100,2
64,Married,1,8,FEMALE,.i:  Inapplicable,White,WHITE,Extremely conservative,Protestant,7,2,Favor,1,2,2,-100,-100,-100,-100,-100,2,1
48,Married,0,-100,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",None,0,-100,.i:  Inapplicable,4,-100,-100,5,2,2,9,2,-100,3
84,Never married,0,-100,MALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Protestant,0,2,.i:  Inapplicable,3,-100,-100,-100,-100,-100,-100,-100,-100,3
77,Married,3,-100,MALE,Heterosexual or straight,White,WHITE,Extremely conservative,Protestant,7,-100,.i:  Inapplicable,1,-100,-100,-100,-100,-100,-100,-100,-100,3
67,Married,2,8,FEMALE,.i:  Inapplicable,White,WHITE,Conservative,Protestant,5,-100,Favor,-100,3,6,-100,-100,-100,-100,-100,-100,2
53,Married,2,3,FEMALE,.i:  Inapplicable,White,WHITE,Conservative,Protestant,5,2,Favor,2,2,8,3,2,1,8,1,2,1
40,Married,4,3,MALE,.i:  Inapplicable,White,WHITE,Slightly conservative,Catholic,8,-100,Favor,1,0,2,3,2,2,9,2,-100,1
37,Married,1,-100,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Other,1,-100,.i:  Inapplicable,4,-100,-100,2,2,1,10,2,1,3
59,Married,4,-100,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Catholic,0,-100,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,-100,3
63,Married,3,8,MALE,.i:  Inapplicable,White,WHITE,Conservative,Protestant,8,-100,Oppose,-100,1,1,2,2,1,10,0,2,2
49,Married,1,8,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Protestant,1,-100,Oppose,-100,1,2,5,2,2,8,0,2,2
57,Married,2,3,MALE,.i:  Inapplicable,White,WHITE,Conservative,Protestant,0,-100,Favor,4,1,1,-100,-100,1,-100,-100,3,1
30,Divorced,3,-100,FEMALE,Heterosexual or straight,White,WHITE,Slightly conservative,Protestant,1,2,.i:  Inapplicable,4,-100,-100,4,2,4,7,5,-100,3
61,Divorced,1,2,FEMALE,.i:  Inapplicable,White,WHITE,Extremely liberal,Protestant,3,-100,Favor,-100,0,20,1,2,1,9,4,2,2
21,Never married,0,8,FEMALE,.i:  Inapplicable,White,WHITE,Liberal,Protestant,2,-100,Favor,4,0,1,1,2,1,9,10,-100,1
23,Never married,0,8,MALE,.i:  Inapplicable,White,WHITE,Liberal,None,0,-100,Favor,4,1,60,-100,-100,4,-100,-100,1,1
71,Never married,0,3,MALE,.i:  Inapplicable,White,WHITE,Slightly conservative,Protestant,1,-100,Favor,-100,5,-100,-100,-100,-100,-100,-100,-100,2
74,Married,1,-100,MALE,Heterosexual or straight,White,WHITE,Conservative,Christian,7,2,.i:  Inapplicable,1,-100,-100,-100,-100,-100,-100,-100,-100,3
42,Married,1,3,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Protestant,3,-100,Favor,-100,3,40,3,2,1,8,0,-100,2
58,Never married,2,8,FEMALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,Conservative,Protestant,2,1,Favor,4,8,5,-100,-100,-100,-100,-100,-100,1
51,Never married,3,3,MALE,Heterosexual or straight,White,WHITE,Slightly conservative,Catholic,2,-100,Oppose,-100,3,0,-100,-100,-100,-100,-100,3,2
66,Married,1,-100,MALE,Heterosexual or straight,White,WHITE,Conservative,Protestant,7,1,.i:  Inapplicable,1,-100,-100,-100,-100,-100,-100,-100,2,3
59,Never married,0,-100,FEMALE,"Gay, lesbian, or homosexual",White,WHITE,"Moderate, middle of the road",None,0,-97,.i:  Inapplicable,4,-100,-100,0,2,2,9,0,-100,3
20,Never married,0,-100,FEMALE,Bisexual,White,WHITE,"Moderate, middle of the road",None,6,1,.i:  Inapplicable,4,-100,-100,5,2,4,6,15,-100,3
88,Divorced,0,-100,MALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",None,0,-100,.i:  Inapplicable,1,-100,-100,-100,-100,-100,-100,-100,2,3
58,Married,5,-100,MALE,Heterosexual or straight,White,WHITE,Liberal,Protestant,3,1,.i:  Inapplicable,4,-100,-100,12,2,1,10,0,1,3
60,Married,2,8,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",None,0,-100,Favor,4,4,2,5,2,1,-98,0,2,1
51,Married,4,-100,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",None,3,-100,.i:  Inapplicable,1,-100,-100,-100,-100,1,-100,-100,1,3
27,Married,0,8,FEMALE,.i:  Inapplicable,White,WHITE,Extremely liberal,Catholic,2,-100,Favor,-100,2,7,5,2,1,9,3,-100,2
23,Never married,0,-100,MALE,.n:  No answer,Other,OTHER ASIAN,"Moderate, middle of the road",None,1,1,.i:  Inapplicable,4,-100,-100,6,-99,2,-99,-99,-100,3
45,Married,3,2,MALE,.i:  Inapplicable,White,WHITE,Conservative,Christian,4,-100,Favor,-100,1,1,1,2,2,6,1,-100,2
59,Divorced,2,3,MALE,.i:  Inapplicable,White,WHITE,Slightly liberal,None,0,-100,Favor,-100,3,2,8,2,1,5,2,2,2
61,Divorced,2,2,MALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Catholic,0,-100,Favor,-100,8,1,-100,-100,-100,-100,-100,1,2
83,Married,2,3,MALE,Heterosexual or straight,White,WHITE,Conservative,Catholic,8,-100,Oppose,-100,4,0,-100,-100,-100,-100,-100,2,2
86,Widowed,4,-100,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Catholic,7,2,.i:  Inapplicable,-99,-100,-100,-100,-100,-100,-100,-100,1,3
42,Divorced,2,-100,FEMALE,Heterosexual or straight,White,WHITE,Liberal,Catholic,2,1,.i:  Inapplicable,4,-100,-100,4,2,1,6,0,1,3
80,Divorced,3,2,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Protestant,1,-100,Favor,-100,4,0,-100,-100,-100,-100,-100,-100,2
31,Widowed,1,2,MALE,.i:  Inapplicable,White,WHITE,Conservative,Protestant,4,-100,Favor,4,1,1,1,2,1,9,10,-100,1
48,Married,7,8,MALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",Protestant,8,-100,Oppose,1,0,0,2,2,2,-98,0,-100,1
50,Married,1,4,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Protestant,5,-100,Favor,-100,2,1,3,2,1,8,5,1,2
41,Never married,1,2,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Catholic,2,-100,Favor,-100,3,2,2,2,2,6,20,-100,2
60,Divorced,1,2,FEMALE,.i:  Inapplicable,White,WHITE,Conservative,Protestant,2,-100,Favor,-98,5,1,-100,-100,-100,-100,-100,-97,1
67,Divorced,4,-100,FEMALE,Heterosexual or straight,White,WHITE,Liberal,Protestant,1,1,.i:  Inapplicable,4,-100,-100,-100,-100,2,-100,-100,-100,3
30,Divorced,2,2,MALE,.i:  Inapplicable,White,WHITE,Conservative,Protestant,1,1,Favor,4,4,0,3,2,2,8,0,2,1
43,Married,1,8,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Other,0,-100,Favor,4,2,0,5,2,2,9,0,-100,1
67,Married,0,2,FEMALE,.i:  Inapplicable,White,WHITE,Slightly liberal,Protestant,3,-100,Favor,4,2,2,-100,-100,-100,-100,-100,-100,1
29,Married,2,8,MALE,.i:  Inapplicable,White,WHITE,Conservative,Protestant,5,-100,Favor,2,0,0,6,2,1,9,0,-100,1
75,Married,4,-100,MALE,Heterosexual or straight,White,WHITE,.s:  Skipped on Web,Protestant,7,-100,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,-100,3
42,Never married,0,-100,FEMALE,Heterosexual or straight,White,WHITE,Liberal,None,0,-100,.i:  Inapplicable,4,-100,-100,5,2,2,9,0,1,3
42,Married,3,8,FEMALE,.i:  Inapplicable,White,WHITE,Conservative,None,1,2,Favor,4,3,40,2,2,2,10,0,-100,1
45,Divorced,3,-100,FEMALE,Heterosexual or straight,White,WHITE,Slightly liberal,Protestant,0,-100,.i:  Inapplicable,4,-100,-100,7,2,2,5,30,2,3
49,Married,3,3,FEMALE,.i:  Inapplicable,White,WHITE,Conservative,Catholic,8,2,Favor,1,2,2,4,2,2,10,0,-100,1
52,Married,3,3,FEMALE,.i:  Inapplicable,White,WHITE,Conservative,Protestant,5,1,Favor,4,6,30,2,2,1,9,0,2,1
66,Married,3,3,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Catholic,7,-100,Favor,1,8,0,-100,-100,-100,-100,-100,-100,1
-99,Married,1,2,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",None,2,-100,Favor,-100,3,0,-97,2,3,8,15,-100,2
48,Married,2,2,FEMALE,.i:  Inapplicable,White,WHITE,Conservative,Catholic,3,-100,Favor,1,2,0,4,2,2,9,0,3,1
45,Married,3,8,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",None,0,2,Favor,4,2,1,-100,-100,-100,-100,-100,-100,1
32,Married,1,-100,MALE,Heterosexual or straight,White,WHITE,Slightly conservative,Protestant,5,-100,.i:  Inapplicable,4,-100,-100,12,2,2,9,0,-100,3
51,Separated,2,8,MALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",None,1,-100,Favor,-100,3,3,-100,-100,3,-100,-100,-100,2
64,Never married,0,8,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Protestant,6,1,Oppose,1,1,3,4,2,1,6,0,-100,1
73,Divorced,5,-100,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Protestant,0,-100,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,-100,3
34,Divorced,1,2,MALE,Heterosexual or straight,White,WHITE,Slightly liberal,None,0,-100,Favor,-100,3,1,0,2,2,6,30,-100,2
31,Married,0,-100,MALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Protestant,2,-100,.i:  Inapplicable,4,-100,-100,6,2,2,9,0,-100,3
19,Never married,0,-100,MALE,Heterosexual or straight,Black,BLACK OR AFRICAN AMERICAN,Liberal,Catholic,3,1,.i:  Inapplicable,4,-100,-100,9,2,3,9,0,-100,3
39,Married,4,-100,FEMALE,Heterosexual or straight,White,WHITE,Slightly conservative,Protestant,7,2,.i:  Inapplicable,1,-100,-100,-100,-100,1,-100,-100,2,3
30,Married,2,2,MALE,.i:  Inapplicable,White,WHITE,Slightly conservative,Protestant,7,-100,Favor,-100,2,2,3,2,3,-100,7,-100,2
60,Never married,2,-100,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Catholic,7,2,Favor,2,2,0,-100,-100,2,-100,-100,-100,1
-99,Divorced,1,-100,FEMALE,Heterosexual or straight,White,WHITE,Slightly conservative,Protestant,4,2,.i:  Inapplicable,-97,-100,-100,1,2,4,5,5,2,3
59,Married,0,-100,FEMALE,Heterosexual or straight,White,WHITE,Liberal,Catholic,1,-100,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,1,3
-99,Married,1,8,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",None,1,1,Favor,4,1,1,2,2,2,9,1,-100,1
44,Never married,4,-100,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",None,0,-100,.i:  Inapplicable,4,-100,-100,0,2,1,7,20,1,3
28,Never married,1,2,FEMALE,.i:  Inapplicable,White,WHITE,Liberal,Catholic,2,-100,Favor,4,4,40,5,2,1,8,5,-100,1
41,Never married,0,-100,MALE,Heterosexual or straight,White,WHITE,Conservative,Jewish,3,-100,.i:  Inapplicable,3,-100,-100,2,2,3,7,0,3,3
53,Married,2,8,FEMALE,.i:  Inapplicable,White,WHITE,Slightly liberal,Protestant,3,1,Favor,4,5,80,5,2,1,9,2,-100,1
69,Divorced,2,-100,MALE,Heterosexual or straight,White,WHITE,Liberal,Buddhism,1,-100,.i:  Inapplicable,4,-100,-100,3,2,1,10,1,1,3
48,Married,1,-100,MALE,Heterosexual or straight,White,WHITE,Conservative,Protestant,8,-100,.i:  Inapplicable,1,-100,-100,6,2,1,9,0,3,3
68,Widowed,5,8,FEMALE,.i:  Inapplicable,White,WHITE,Liberal,Protestant,6,1,Favor,4,2,0,-100,-100,-100,-100,-100,1,1
54,Never married,1,-100,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Protestant,0,-100,.i:  Inapplicable,-98,-100,-100,-100,-100,3,-100,-100,-100,3
28,Never married,0,-100,MALE,.i:  Inapplicable,White,WHITE,Extremely liberal,Protestant,7,-100,.i:  Inapplicable,4,-100,-100,4,-100,2,-100,-100,-100,3
40,Married,2,-100,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Catholic,4,-100,.i:  Inapplicable,4,-100,-100,5,2,1,-98,0,2,3
78,Widowed,6,2,FEMALE,.i:  Inapplicable,White,WHITE,Conservative,Catholic,7,-100,Favor,-100,3,7,-100,-100,-100,-100,-100,-100,2
81,Widowed,1,-100,FEMALE,.s:  Skipped on Web,White,WHITE,Liberal,Catholic,2,1,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,-100,3
33,Married,0,2,MALE,.i:  Inapplicable,White,WHITE,Liberal,Muslim/islam,5,-100,Favor,4,0,10,3,2,2,9,0,-100,1
35,Divorced,2,8,FEMALE,.i:  Inapplicable,Other,SAMOAN,Conservative,Protestant,5,-100,Favor,-100,4,40,3,2,1,8,14,-100,2
60,Divorced,3,3,FEMALE,.i:  Inapplicable,White,WHITE,Slightly conservative,Protestant,0,-100,Oppose,3,4,1,5,2,2,9,30,-100,1
52,Married,2,3,FEMALE,.i:  Inapplicable,White,WHITE,Slightly liberal,Protestant,2,-100,Favor,-100,2,12,-100,-100,3,-100,-100,1,2
23,Never married,0,3,MALE,.i:  Inapplicable,White,WHITE,Slightly conservative,Protestant,7,-100,Oppose,2,0,1,5,2,1,8,5,-100,1
48,Married,4,2,MALE,.i:  Inapplicable,White,WHITE,Slightly conservative,Protestant,0,1,Favor,4,1,1,3,2,1,9,2,2,1
51,Divorced,5,-100,MALE,Heterosexual or straight,White,WHITE,Conservative,Protestant,2,2,.i:  Inapplicable,4,-100,-100,4,2,1,9,0,-100,3
55,Divorced,2,8,FEMALE,.i:  Inapplicable,White,WHITE,Extremely conservative,Protestant,7,2,Oppose,1,1,1,3,2,1,7,0,3,1
46,Never married,2,2,FEMALE,.i:  Inapplicable,White,WHITE,Extremely liberal,Protestant,2,-100,Favor,4,1,40,1,2,3,6,2,2,1
79,Widowed,3,-100,FEMALE,Heterosexual or straight,White,WHITE,Liberal,Catholic,7,-100,.i:  Inapplicable,4,-100,-100,-100,-100,2,-100,-100,-100,3
38,Married,2,-100,MALE,Heterosexual or straight,White,WHITE,Conservative,Catholic,1,1,.i:  Inapplicable,4,-100,-100,4,2,2,8,20,-100,3
32,Married,3,3,FEMALE,.i:  Inapplicable,White,WHITE,Liberal,None,2,2,Favor,2,-97,19,8,2,2,7,0,-100,1
-99,Married,1,-100,FEMALE,.s:  Skipped on Web,White,WHITE,Liberal,None,0,-100,.i:  Inapplicable,4,-100,-100,-97,2,1,-97,-97,-100,3
36,Married,3,2,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",None,0,-100,Favor,-100,0,1,0,2,2,7,10,1,2
65,Married,2,-100,MALE,Heterosexual or straight,Other,AMERICAN INDIAN OR ALASKA NATIVE,Liberal,Protestant,7,1,.i:  Inapplicable,4,-100,-100,24,2,1,-98,0,1,3
26,Never married,0,8,FEMALE,Heterosexual or straight,White,WHITE,Extremely conservative,Protestant,2,-100,Favor,-100,2,0,3,2,1,10,10,-100,2
34,Never married,0,8,FEMALE,.i:  Inapplicable,White,WHITE,Liberal,Protestant,1,-100,Favor,-100,4,10,3,2,1,7,5,-100,2
60,Divorced,3,5,MALE,Heterosexual or straight,White,WHITE,Conservative,Protestant,0,-100,Favor,-100,6,2,10,2,1,9,0,-100,2
-99,Widowed,3,2,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Protestant,7,-100,Favor,-100,5,1,-100,-100,-100,-100,-100,-100,2
66,Married,4,4,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Catholic,7,-100,Favor,1,3,1,-100,-100,-100,-100,-100,-100,1
21,Never married,0,-100,FEMALE,Heterosexual or straight,Other,HISPANIC,Liberal,None,0,1,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,3,3
18,Never married,0,4,FEMALE,Heterosexual or straight,White,WHITE,Slightly liberal,Protestant,2,-100,Favor,-100,5,0,6,2,1,5,30,-100,2
65,Divorced,3,3,MALE,Heterosexual or straight,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",Protestant,2,-100,Favor,-100,6,-100,-100,-100,-100,-100,-100,-100,2
51,Divorced,4,-100,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",None,1,-100,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,-100,3
73,Widowed,2,-100,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Protestant,0,2,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,2,3
67,Divorced,3,-100,FEMALE,Heterosexual or straight,Other,GUAMANIAN OR CHAMORRO,Conservative,Protestant,4,-98,.i:  Inapplicable,1,-100,-100,-100,-100,-100,-100,-100,-100,3
44,Separated,3,2,MALE,Heterosexual or straight,Other,HISPANIC,"Moderate, middle of the road",None,0,-100,Favor,-100,0,1,-100,-100,2,-100,-100,-100,2
19,Never married,0,-100,MALE,Heterosexual or straight,White,WHITE,Slightly conservative,Catholic,0,2,.i:  Inapplicable,4,-100,-100,8,2,2,7,0,-100,3
33,Never married,1,-100,MALE,Heterosexual or straight,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",Catholic,2,2,.i:  Inapplicable,1,-100,-100,3,1,1,8,10,2,3
77,Widowed,2,2,FEMALE,.i:  Inapplicable,White,WHITE,Slightly liberal,Protestant,0,-100,Favor,-100,4,7,-100,-100,-100,-100,-100,2,2
66,Married,1,-100,MALE,Heterosexual or straight,White,WHITE,Slightly conservative,Protestant,1,1,.i:  Inapplicable,3,-100,-100,-100,-100,-100,-100,-100,3,3
55,Married,1,-100,MALE,Heterosexual or straight,White,WHITE,Conservative,Protestant,3,-100,.i:  Inapplicable,1,-100,-100,14,2,1,8,0,3,3
72,Married,3,3,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",None,3,-100,Favor,4,0,10,-100,-100,-100,-100,-100,1,1
